,Asset Type,Name,Xorg,Xsource,Address Point,Artist,Alternate Name,Art Date,Mel way Ref,Respective Author,Structure,Easting,Northing,Latitude,Longitude
64,Art,Resting Place,City of Melbourne,MCC - Ortho Image March 2005 - Final,"335 Swanston Street, MELBOURNE",Bronwyn Snow,,1994,2F_E1,City Of Melbourne,Steel and jarrah seat,320782.604,5813271.762999999,-37.8103720817164, 144.964076502567
65,Art,"Another View, Site 1",City of Melbourne,MCC - Ortho Image March 2005 - Final,"152 Spring Street, EAST MELBOURNE",Ray Thomas,,1994,2F_J2,City Of Melbourne,Red granite and brass paving inlay,321585.298,5813186.835,-37.8112942929369, 144.973168986334
66,Art,"A History Apparatus - Vessel, Craft & Beacon",City of Melbourne,MCC - Ortho Image March 2005 - Final,"147 Russell Street, MELBOURNE",Chris Reynolds,,1993,2F_G3,City Of Melbourne,"Steel and fibreglass sculpture on bitumen, concrete and bluestone foundation",321153.05100000004,5812982.6,-37.8130493620338, 144.968210969062
67,Art,Apollo Belvedere,City of Melbourne,MCC - Ortho Image March 2005 - Final,"90 St Kilda Road, SOUTHBANK",unknown,,unknown,2F_H7,City Of Melbourne,Marble and granite bust,321308.511,5812096.723999999,-37.8210593434182, 144.969757432433
68,Art,"Another View, Site 17",City of Melbourne,MCC - Ortho Image March 2005 - Final,"154 Collins Street, MELBOURNE",Ray Thomas,,1994-1995,2F_G4,City Of Melbourne,Bluestone paver with brass inlay,321172.257,5812788.096,-37.8148051249324, 144.968381003481
69,Art,"Another View, Site 8",City of Melbourne,MCC - Ortho Image March 2005 - Final,"422 Flinders Street, MELBOURNE",Ray Thomas,,1994,2F_D6,City Of Melbourne,Stone and brass paving inlay,320463.125,5812261.044,-37.8194133196692, 144.960198717453
70,Art,Anchor,Qasco,MCC - Ground Ortho Image March 2007,"760 Bourke Street, DOCKLANDS",Neil Dawson,,2005,2E_H6,VicUrban,Decorative rope work,319337.55199999997,5812367.5,-37.8182323264616, 144.947444643152
71,Art,Aurora,Qasco,MCC - Ground Ortho Image March 2007,"96 Harbour Esplanade, DOCKLANDS",Geoffrey Bartlett,,2005,2E_G6,VicUrban,Stainless steel,319286.89,5812315.154,-37.8186937927645, 144.946856332947
72,Art,Aqualung,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"15 Victoria Harbour Promenade, DOCKLANDS",John Mead,,2006,2E_G6,VicUrban,Abstract sculpture,319129.799,5812295.097999999,-37.8188433297473, 144.945067618085
73,Art,Australia Today and Tomorrow,City of Melbourne,MCC - Ortho Image March 2005 - Final,"152 Clarendon Street, EAST MELBOURNE",Karl Duldig,,1970,2G_C2,City Of Melbourne,Bronze sculpture,322421.849,5813146.352000001,-37.8118220481066, 144.982657048965
74,Art,Architectural Fragment,City of Melbourne,MCC - Ortho Image March 2005 - Final,"324 Swanston Street, MELBOURNE",Petrus Spronk,,1992,2F_E1,City Of Melbourne,Bluestone sculpture,320778.61,5813332.128,-37.8098275629139, 144.96404608881
75,Art,Reed Vessel,VicUrban (Docklands),AAM Hatch Photogrammetry - March 2005,"67 Harbour Esplanade, DOCKLANDS",Virginia King,,2002,2E_G7,VicUrban,Sculpture,319243.88300000003,5812143.399,-37.8202323424168, 144.946325127609
76,Art,Peter Pan,City of Melbourne,MCC - Ortho Image March 2005 - Final,"Melbourne Zoological Gardens, Elliott Avenue, PARKVILLE",Paul Montford,,1925,29_E12,City Of Melbourne,Bronze statue,319689.3,5816089.856000001,-37.784773009033, 144.95236482558
77,Art,Federation Bells,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE",Designers Neil McLachlan and Anton Hasell,,2002,2F_ K6,City of Melbourne,Bronze-alloy bells on galvanised-steel poles,321687.70291999995,5812371.217119999,-37.8186610069437, 144.97413082954
78,Art,Wind Contrivance,City of Melbourne,MCC - Ortho Image March 2005 - Final,"64 Therry Street, MELBOURNE",Pauline Fraser,,1995,2B_C12,City Of Melbourne,"Bronze, Red Gum and Harcourt granite sculpture",320348.417,5813608.687000001,-37.8072519167223, 144.959230533317
79,Art,Reynold's Reserve Drinking Fountain,City of Melbourne,MCC - Ortho Image March 2005 - Final,"Princes Park, Royal Parade, CARLTON NORTH",unknown,,c. 1935,29_G11,City Of Melbourne,Red-granite and brick drinking fountain,320359.374,5816227.937999999,-37.7836612081103, 144.960004054347
80,Art,Vault,City of Melbourne,MCC - Ortho Image March 2005 - Final,"51 Grant Street, SOUTHBANK",Ron Roberston-Swann,Yellow Peril,1980,2F_G10,City Of Melbourne,Steel plate sculpture,321142.394,5811536.677,-37.8260714214476, 144.967732756918
81,Art,Ned and Dan,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"41 Caravel Lane, DOCKLANDS",Alexander Knox,,2006,2E_E4,VicUrban,Three-dimensional frieze,318708.88399999996,5812752.174,-37.81464277494, 144.940402722846
82,Art,HeartLand,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"52 River Esplanade, DOCKLANDS",Karen Casey,,2003,2E_H9,VicUrban,Animated Image,319367.797,5811690.401000001,-37.8243371974094, 144.947619116755
83,Art,Feng Shui,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"698 Collins Street, DOCKLANDS",Guan Wei,,2003,2E_H7,VicUrban,Multi-panel painting,319663.626,5812198.09,-37.8198227493892, 144.951104886543
84,Art,Hotham Hill Paving Inlay,City of Melbourne,MCC - Ortho Image March 2005 - Final,76 Canning Street,Bernice McPherson,,1995,2A_E5,City Of Melbourne,Ceramic tiles and asphalt,318658.911,5814942.3889999995,-37.7949047942895, 144.940383521588
85,Art,Art Wall,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"160 Harbour Esplanade, DOCKLANDS",Peter D. Cole,,2000,2E_G4,VicUrban,3D Installation,319232.184,5812659.874,-37.8155779391708, 144.946321235909
86,Art,Lie of the Land,City of Melbourne,MCC - Ortho Image March 2005 - Final,"IMAX Theatre, Rathdowne Street, CARLTON",Fiona Foley and Chris Knowles,,1997,2B-J10,City Of Melbourne,Sandstone sculpture,321476.083,5814019.886,-37.8037692024891, 144.972134286246
87,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320407.47298,5812183.556480001,-37.8201003379632, 144.959547579868
88,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320384.39644,5812177.08889,-37.8201540531024, 144.959283942501
89,Art,Blowhole,Beveridge Williams Surveyors,Field Survey,"15 Harbour Esplanade, DOCKLANDS",Duncan Stemler,,2005,2E_G8,City of Melbourne,Stainless-steel and aluminium sculpture,319302.04600000003,5811955.812999999,-37.8219335169736, 144.946938744265
90,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320387.39523,5812177.65708,-37.820149525359, 144.959318134551
91,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320373.10348,5812167.16675,-37.8202412036118, 144.959153249799
92,Art,Henderson Drinking Fountain,City of Melbourne,MCC - Ortho Image March 2005 - Final,"76 Errol Street, NORTH MELBOURNE",Walter MacFarlane,Hotham Ornamental Fountain,1877,2A_J10,City Of Melbourne,Cast-iron drinking fountain,319503.271,5814024.282000001,-37.8033418056724, 144.949739183347
93,Art,Shoal Fly By,AAMHatch,AAM Hatch Photogrammetry - March 2005,"125 Harbour Esplanade, DOCKLANDS",Cat McCleod and Michael Bellemo,,2003,2E_G5,VicUrban,Sculpture,319168.307,5812433.399,-37.8176052348949, 144.945539402201
94,Art,Larry LaTrobe,City of Melbourne,MCC - Ortho Image March 2005 - Final,"215 Collins Street, MELBOURNE",Pamela Irving,,1992 and 1996,2F_F4,City Of Melbourne,Bronze sculpture,321042.98,5812702.747,-37.8155485668529, 144.966892078324
95,Art,People's Path,City of Melbourne,MCC - Ortho Image March 2005 - Final,"4 Lansdowne Street, EAST MELBOURNE",Ian Sprague et al,,1978-1979,2G_B2,City Of Melbourne,Terracotta bricks (tiles),322044.214,5813226.837,-37.8110235407409, 144.978389216138
96,Art,Continuum,Beveridge Williams Surveyors,Field Survey,"17 Waterview Walk, DOCKLANDS",Michael Snape,,2005,2E_H6,VicUrban,Sculpture,319300.607,5812260.4,-37.8191896959513, 144.946998425444
97,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"45 Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318817.048,5812702.538,-37.8151113421446, 144.941618390681
98,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"50 Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318814.756,5812708.147999999,-37.8150603527985, 144.941593770341
99,Art,Silence,VicUrban (Docklands),AAM Hatch Photogrammetry - March 2005,"50 Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318815.19,5812709.089,-37.8150519675867, 144.941598936717
100,Art,Silence,VicUrban (Docklands),AAM Hatch Photogrammetry - March 2005,"55B Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318804.16,5812704.739,-37.8150889597275, 144.941472613193
101,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"55B Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318807.572,5812696.996,-37.8151593795233, 144.941509412449
102,Art,Fault Line,City of Melbourne,MCC - Ortho Image March 2005 - Final,"8 Riverside Quay, SOUTHBANK",Hossein Valamesh,,1996,1A_J12,City Of Melbourne,"Sandstone, wood and bronze sculpture",320822.896,5812075.805,-37.8211525582271, 144.964238031747
103,Art,The Genie,City of Melbourne,MCC - Ortho Image March 2005 - Final,"Queen Victoria Gardens, St Kilda Road, MELBOURNE",Sculptor Tom Bass; founder F.J. & I. Lemon,,1973,2F_J7,City Of Melbourne,Bronze sculpture,321436.058,5812051.936000001,-37.8214877401729, 144.971194700662
104,Art,The Echo,City of Melbourne,MCC - Ortho Image March 2005 - Final,"219 Swanston Street, MELBOURNE",Edward Ginger,,1996,2F_F3,City Of Melbourne,Steel plate sculpture with polyurethane paint,320883.1,5813014.879,-37.812705684744, 144.965153944033
105,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"55B Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318803.56899999996,5812699.664,-37.8151345502614, 144.941464635494
106,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"55B Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318813.07899999997,5812705.07,-37.8150877523684, 144.941573967784
107,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"55B Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318805.04,5812705.446,-37.81508276715, 144.941482783904
108,Art,Silence,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"50 Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318814.208,5812708.969,-37.8150528491189, 144.94158776112
109,Art,Silence,VicUrban (Docklands),AAM Hatch Photogrammetry - March 2005,"45 Newquay Promenade, DOCKLANDS",Adrian Mauriks,,2003,2E_E4,VicUrban,Sculpture,318818.01,5812702.364,-37.8151131017782, 144.941629273114
110,Art,Within Three Worlds,City of Melbourne,MCC - Ortho Image March 2005 - Final,"684 Park Street, CARLTON NORTH",Loretta Quinn,,1995,29_G10,City Of Melbourne,Bronze sculpture,320446.792,5816761.886,-37.7788688464994, 144.961128357193
111,Art,Birrarung Wilam,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE","Vicki Couzens, Lee Darroch and Treahna Hamm",,2006,2F_ H6,City of Melbourne,"Stone, wood, stainless steel, bronze, nickel and audio installation",321485.43376,5812374.63251,-37.8185907034456, 144.971834942502
112,Art,Birrarung Wilam,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE","Vicki Couzens, Lee Darroch and Treahna Hamm",,2006,2F_ H6,City of Melbourne,"Stone, wood, stainless steel, bronze, nickel and audio installation",321484.27541,5812374.05334,-37.818595693813, 144.971821646868
113,Art,Birrarung Wilam,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE","Vicki Couzens, Lee Darroch and Treahna Hamm",,2006,2F_ H6,City of Melbourne,"Stone, wood, stainless steel, bronze, nickel and audio installation",321483.15843,5812374.05334,-37.8185954753426, 144.971808963839
114,Art,Boy on a Turtle,City of Melbourne,MCC - Ortho Image March 2005 - Final,"Cook's Cottage, Fitzroy Gardens, 274 Wellington Parade, EAST MELBOURNE",unknown,,c. 1850,2G_B4,City Of Melbourne,Bronze statue,322186.187,5812856.254,-37.8143892616922, 144.979910150531
115,Art,Federation Bells,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE",Designers Neil McLachlan and Anton Hasell,,2002,2F_ K6,City of Melbourne,Bronze-alloy bells on galvanised-steel poles,321694.06002,5812366.76375,-37.8187023628084, 144.974201916576
116,Art,Threaded Field,VicUrban (Docklands),MCC - Ortho Image March 2005 - Final,"750 Bourke Street, DOCKLANDS",Simon Perry,,1999,2E_G4,VicUrban,Sculpture,319375.859,5812397.194,-37.8179724438437, 144.947887016093
117,Art,Weathervanes,City of Melbourne,MCC - Ortho Image March 2005 - Final,"184 Swanston Street, MELBOURNE",Daniel Jenkins,,1993,2F_F3,City Of Melbourne,Hand-beaten copper sculpture with gold-leaf detail,320931.983,5812934.17,-37.8134422577685, 144.965689009116
118,Art,Constellation,City of Melbourne,MCC - Ortho Image March 2005 - Final,"469 Flinders Street, MELBOURNE",Bruce Armstrong and Geoffrey Bartlett,,1996,2F_D7,City Of Melbourne,"Stainless steel, copper and Cyrpus-pine sculpture",320500.332,5812166.572000001,-37.8202715915496, 144.960597777255
119,Art,Constellation,City of Melbourne,MCC - Ortho Image March 2005 - Final,"469 Flinders Street, MELBOURNE",Bruce Armstrong and Geoffrey Bartlett,,1996,2F_D7,City Of Melbourne,"Stainless steel, copper and Cyrpus-pine sculpture",320505.971,5812169.526000001,-37.8202460956887, 144.960662536874
120,Art,Constellation,City of Melbourne,MCC - Ortho Image March 2005 - Final,"469 Flinders Street, MELBOURNE",Bruce Armstrong and Geoffrey Bartlett,,1996,2F_D7,City Of Melbourne,"Stainless steel, copper and Cyrpus-pine sculpture",320511.43,5812172.703,-37.8202185496201, 144.96072531937
121,Art,Constellation,City of Melbourne,MCC - Ortho Image March 2005 - Final,"399 Flinders Street, MELBOURNE",Bruce Armstrong and Geoffrey Bartlett,,1996,2F_D7,City Of Melbourne,"Stainless steel, copper and Cyrpus-pine sculpture",320517.024,5812176.015,-37.8201898206677, 144.960789659507
122,Art,Constellation,City of Melbourne,MCC - Ortho Image March 2005 - Final,"469 Flinders Street, MELBOURNE",Bruce Armstrong and Geoffrey Bartlett,,1996,2F_D7,City Of Melbourne,"Stainless steel, copper and Cyrpus-pine sculpture",320494.827,5812163.305,-37.8202999349125, 144.960534464342
123,Art,Maxims of Behaviour,City of Melbourne,MCC - Ground Ortho Image March 2008,"Royal Mail House, cnr Bourke & Swanston Sts, MELBOURNE",Alexander Knox,,2008,2F_F3,City of Melbourne,Kinetic light installation,320942.92361,5812916.62363,-37.8136024551412, 144.965808885624
124,Art,Speakers Corner,City of Melbourne,MCC - Ground Ortho Image March 2008,"Birrarung Marr, MELBOURNE",Evangelos Sakaris,,c. 2000,2F_ K7,,Earthwork and pink-granite memorial,321830.7245,5812216.496719999,-37.8200825876335, 144.975716740604
125,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320389.00396,5812179.58136,-37.8201325090472, 144.959336879083
126,Art,Scar - A Stolen Vision,City of Melbourne,MCC - Ground Ortho Image March 2008,"Enterprize Park, MELBOURNE","Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm",,2001,2E_C7,City of Melbourne,Wooden pier post and metal sculptures,320420.68261,5812188.81587,-37.8200555636082, 144.959698879153
127,Art,Painted Poles,City of Melbourne,MCC - Ortho Image March 2005 - Final,"78 Swanston Street, MELBOURNE",Maree Clarke and Sonja Hodge,,1992,2F_F5,City Of Melbourne,Metal poles,321033.058,5812678.948,-37.815760994936, 144.966773537312
128,Art,Miraggio,City of Melbourne,MCC - Ortho Image March 2005 - Final,"Sidney Myer Music Bowl, Alexandra Avenue, MELBOURNE",Pino Conte,Seated Figure,1964,2F_K9,City Of Melbourne,Bronze statue,321702.405,5811777.315,-37.8240134693642, 144.974151500782
129,Art,Painted Poles,City of Melbourne,MCC - Ortho Image March 2005 - Final,"50 Swanston Street, MELBOURNE",Maree Clarke and Sonja Hodge,,1992,2F_F5,City Of Melbourne,Metal poles,321054.789,5812623.074,-37.8162685331984, 144.967006461765
