Month,Mdate,Time,hourly_counts
June,21,10,1478.0
June,21,11,1929.0
June,21,12,3169.0
June,21,13,3510.0
June,21,14,2906.0
June,21,15,2762.0
June,21,16,3068.0
June,21,17,3380.0
June,21,18,2976.0
June,21,19,1898.0
June,21,20,1438.0
June,21,21,1235.0
June,21,22,686.0
June,21,23,337.0
June,22,0,255.0
June,22,1,137.0
June,22,2,55.0
June,22,3,50.0
June,22,4,56.0
June,22,5,97.0
June,22,6,191.0
June,22,7,408.0
June,22,8,936.0
June,22,9,1110.0
June,22,10,1491.0
June,22,11,1984.0
June,22,12,3148.0
June,22,13,3379.0
June,22,14,2998.0
June,22,15,3065.0
June,22,16,2994.0
June,22,17,3705.0
June,22,18,3335.0
June,22,19,2439.0
June,22,20,1938.0
June,22,21,1572.0
June,22,22,1175.0
June,22,23,786.0
June,23,0,490.0
June,23,1,348.0
June,23,2,279.0
June,23,3,183.0
June,23,4,117.0
June,23,5,103.0
June,23,6,70.0
June,23,7,196.0
June,23,8,350.0
June,23,9,726.0
June,23,10,1386.0
June,23,11,2033.0
June,23,12,2668.0
June,23,13,2946.0
June,23,14,2987.0
June,23,15,3217.0
June,23,16,3395.0
June,23,17,2676.0
June,23,18,1989.0
June,23,19,1911.0
June,23,20,1404.0
June,23,21,1168.0
June,23,22,1029.0
June,23,23,750.0
June,24,0,707.0
June,24,1,438.0
June,24,2,337.0
June,24,3,282.0
June,24,4,150.0
June,24,5,148.0
June,24,6,139.0
June,24,7,154.0
June,24,8,252.0
June,24,9,529.0
June,24,10,1125.0
June,24,11,1851.0
June,24,12,2415.0
June,24,13,2793.0
June,24,14,2863.0
June,24,15,2823.0
June,24,16,2540.0
June,24,17,2265.0
June,24,18,1853.0
June,24,19,1300.0
June,24,20,878.0
June,24,21,643.0
June,24,22,388.0
June,24,23,279.0
June,25,0,158.0
June,25,1,45.0
June,25,2,20.0
June,25,3,26.0
June,25,4,41.0
June,25,5,90.0
June,25,6,143.0
June,25,7,447.0
June,25,8,971.0
June,25,9,1016.0
June,25,10,1513.0
June,25,11,1891.0
June,25,12,2930.0
June,25,13,3271.0
June,25,14,2799.0
June,25,15,2704.0
June,25,16,2664.0
June,25,17,3134.0
June,25,18,2187.0
June,25,19,1570.0
June,25,20,1035.0
June,25,21,687.0
June,25,22,398.0
June,25,23,206.0
June,26,0,108.0
June,26,1,58.0
June,26,2,42.0
June,26,3,27.0
June,26,4,26.0
June,26,5,71.0
June,26,6,210.0
June,26,7,459.0
June,26,8,1004.0
June,26,9,1139.0
June,26,10,1566.0
June,26,11,1834.0
June,26,12,3001.0
June,26,13,3149.0
June,26,14,2626.0
June,26,15,2732.0
June,26,16,2814.0
June,26,17,3018.0
June,26,18,2455.0
June,26,19,1471.0
June,26,20,1040.0
June,26,21,868.0
June,26,22,544.0
June,26,23,235.0
June,27,0,98.0
June,27,1,64.0
June,27,2,47.0
June,27,3,11.0
June,27,4,27.0
June,27,5,73.0
June,27,6,194.0
June,27,7,467.0
June,27,8,990.0
June,27,9,1142.0
June,27,10,1547.0
June,27,11,2195.0
June,27,12,2860.0
June,27,13,3408.0
June,27,14,2720.0
June,27,15,2822.0
June,27,16,2748.0
June,27,17,3075.0
June,27,18,2455.0
June,27,19,1649.0
June,27,20,1173.0
June,27,21,831.0
June,27,22,594.0
June,27,23,253.0
June,28,0,125.0
June,28,1,59.0
June,28,2,32.0
June,28,3,21.0
June,28,4,29.0
June,28,5,65.0
June,28,6,185.0
June,28,7,431.0
June,28,8,946.0
June,28,9,1094.0
June,28,10,1341.0
June,28,11,1753.0
June,28,12,2908.0
June,28,13,3326.0
June,28,14,2824.0
June,28,15,2784.0
June,28,16,2929.0
June,28,17,3303.0
June,28,18,2634.0
June,28,19,1717.0
June,28,20,1261.0
June,28,21,981.0
June,28,22,629.0
June,28,23,396.0
June,29,0,197.0
June,29,1,96.0
June,29,2,69.0
June,29,3,53.0
June,29,4,65.0
June,29,5,70.0
June,29,6,190.0
June,29,7,400.0
June,29,8,946.0
June,29,9,1043.0
June,29,10,1515.0
June,29,11,2076.0
June,29,12,3064.0
June,29,13,3435.0
June,29,14,2920.0
June,29,15,3073.0
June,29,16,3077.0
June,29,17,3584.0
June,29,18,2980.0
June,29,19,2211.0
June,29,20,1808.0
June,29,21,1729.0
June,29,22,1298.0
June,29,23,1124.0
June,30,0,1276.0
June,30,1,749.0
June,30,2,707.0
June,30,3,930.0
June,30,4,200.0
June,30,5,87.0
June,30,6,109.0
June,30,7,191.0
June,30,8,396.0
June,30,9,849.0
June,30,10,1355.0
June,30,11,2080.0
June,30,12,2689.0
June,30,13,2893.0
June,30,14,2973.0
June,30,15,2995.0
June,30,16,3062.0
June,30,17,2743.0
June,30,18,2141.0
June,30,19,1848.0
June,30,20,1502.0
June,30,21,1310.0
June,30,22,1067.0
June,30,23,865.0
July,1,0,656.0
July,1,1,436.0
July,1,2,487.0
July,1,3,212.0
July,1,4,113.0
July,1,5,126.0
July,1,6,156.0
July,1,7,158.0
July,1,8,263.0
July,1,9,601.0
July,1,10,1222.0
July,1,11,1785.0
July,1,12,2662.0
July,1,13,2823.0
July,1,14,3019.0
July,1,15,3049.0
July,1,16,3146.0
July,1,17,2355.0
July,1,18,1853.0
July,1,19,1544.0
July,1,20,1108.0
July,1,21,727.0
July,1,22,496.0
July,1,23,218.0
July,2,0,106.0
July,2,1,77.0
July,2,2,29.0
July,2,3,27.0
July,2,4,33.0
July,2,5,80.0
July,2,6,169.0
July,2,7,372.0
July,2,8,874.0
July,2,9,973.0
July,2,10,1650.0
July,2,11,2121.0
July,2,12,3287.0
July,2,13,3602.0
July,2,14,3170.0
July,2,15,3273.0
July,2,16,2949.0
July,2,17,2943.0
July,2,18,2242.0
July,2,19,1610.0
July,2,20,1086.0
July,2,21,716.0
July,2,22,395.0
July,2,23,172.0
July,3,0,86.0
July,3,1,40.0
July,3,2,26.0
July,3,3,14.0
July,3,4,26.0
July,3,5,80.0
July,3,6,165.0
July,3,7,413.0
July,3,8,931.0
July,3,9,950.0
July,3,10,1515.0
July,3,11,2013.0
July,3,12,3336.0
July,3,13,3448.0
July,3,14,3115.0
July,3,15,3227.0
July,3,16,2996.0
July,3,17,3330.0
July,3,18,2515.0
July,3,19,1637.0
July,3,20,1137.0
July,3,21,844.0
July,3,22,479.0
July,3,23,223.0
July,4,0,160.0
July,4,1,52.0
July,4,2,32.0
July,4,3,29.0
July,4,4,15.0
July,4,5,77.0
July,4,6,192.0
July,4,7,454.0
July,4,8,965.0
July,4,9,1035.0
July,4,10,1469.0
July,4,11,2214.0
July,4,12,3302.0
July,4,13,3887.0
July,4,14,3382.0
July,4,15,3281.0
July,4,16,3184.0
July,4,17,3337.0
July,4,18,2597.0
July,4,19,1766.0
July,4,20,1206.0
July,4,21,1077.0
July,4,22,581.0
July,4,23,251.0
July,5,0,117.0
July,5,1,67.0
July,5,2,24.0
July,5,3,38.0
July,5,4,30.0
July,5,5,67.0
July,5,6,209.0
July,5,7,408.0
July,5,8,991.0
July,5,9,1091.0
July,5,10,1520.0
July,5,11,2216.0
July,5,12,3385.0
July,5,13,3759.0
July,5,14,3387.0
July,5,15,3437.0
July,5,16,3337.0
July,5,17,3601.0
July,5,18,2870.0
July,5,19,1898.0
July,5,20,1425.0
July,5,21,1201.0
July,5,22,821.0
July,5,23,432.0
July,6,0,224.0
July,6,1,123.0
July,6,2,80.0
July,6,3,49.0
July,6,4,47.0
July,6,5,97.0
July,6,6,219.0
July,6,7,431.0
July,6,8,931.0
July,6,9,1318.0
July,6,10,2062.0
July,6,11,2767.0
July,6,12,4109.0
July,6,13,4733.0
July,6,14,4194.0
July,6,15,3565.0
July,6,16,3575.0
July,6,17,4047.0
July,6,18,3257.0
July,6,19,2475.0
July,6,20,1931.0
July,6,21,1636.0
July,6,22,1366.0
July,6,23,895.0
July,7,0,500.0
July,7,1,327.0
July,7,2,301.0
July,7,3,224.0
July,7,4,101.0
July,7,5,84.0
July,7,6,95.0
July,7,7,160.0
July,7,8,392.0
July,7,9,821.0
July,7,10,1367.0
July,7,11,2050.0
July,7,12,2817.0
July,7,13,3091.0
July,7,14,3412.0
July,7,15,3289.0
July,7,16,3245.0
July,7,17,2848.0
July,7,18,2179.0
July,7,19,1799.0
July,7,20,1501.0
July,7,21,1136.0
July,7,22,1046.0
July,7,23,770.0
July,8,0,463.0
July,8,1,322.0
July,8,2,413.0
July,8,3,224.0
July,8,4,114.0
July,8,5,129.0
July,8,6,149.0
July,8,7,178.0
July,8,8,270.0
July,8,9,625.0
July,8,10,1129.0
July,8,11,1927.0
July,8,12,2847.0
July,8,13,2984.0
July,8,14,3049.0
July,8,15,3138.0
July,8,16,2851.0
July,8,17,2380.0
July,8,18,2202.0
July,8,19,1611.0
July,8,20,1212.0
July,8,21,719.0
July,8,22,545.0
July,8,23,265.0
July,9,0,133.0
July,9,1,89.0
July,9,2,43.0
July,9,3,42.0
July,9,4,30.0
July,9,5,91.0
July,9,6,160.0
July,9,7,426.0
July,9,8,896.0
July,9,9,1095.0
July,9,10,1671.0
July,9,11,2432.0
July,9,12,3692.0
July,9,13,3929.0
July,9,14,3577.0
July,9,15,3289.0
July,9,16,3152.0
July,9,17,3312.0
July,9,18,2300.0
July,9,19,1686.0
July,9,20,1172.0
July,9,21,869.0
July,9,22,489.0
July,9,23,228.0
July,10,0,81.0
July,10,1,76.0
July,10,2,23.0
July,10,3,30.0
July,10,4,24.0
July,10,5,71.0
July,10,6,238.0
July,10,7,488.0
July,10,8,941.0
July,10,9,1126.0
July,10,10,1483.0
July,10,11,2356.0
July,10,12,3445.0
July,10,13,3668.0
July,10,14,3416.0
July,10,15,3264.0
July,10,16,3352.0
July,10,17,3458.0
July,10,18,2659.0
July,10,19,1809.0
July,10,20,1295.0
July,10,21,923.0
July,10,22,554.0
July,10,23,315.0
July,11,0,129.0
July,11,1,72.0
July,11,2,34.0
July,11,3,53.0
July,11,4,45.0
July,11,5,73.0
July,11,6,195.0
July,11,7,452.0
July,11,8,887.0
July,11,9,1121.0
July,11,10,1679.0
July,11,11,2349.0
July,11,12,3599.0
July,11,13,3816.0
July,11,14,3499.0
July,11,15,3423.0
July,11,16,3045.0
July,11,17,3430.0
July,11,18,2534.0
July,11,19,1852.0
July,11,20,1420.0
July,11,21,983.0
July,11,22,572.0
July,11,23,274.0
July,12,0,128.0
July,12,1,64.0
July,12,2,38.0
July,12,3,31.0
July,12,4,26.0
July,12,5,87.0
July,12,6,188.0
July,12,7,437.0
July,12,8,867.0
July,12,9,1086.0
July,12,10,1669.0
July,12,11,2449.0
July,12,12,3450.0
July,12,13,4011.0
July,12,14,3656.0
July,12,15,3579.0
July,12,16,3260.0
July,12,17,3729.0
July,12,18,2842.0
July,12,19,2006.0
July,12,20,1837.0
July,12,21,1652.0
July,12,22,1007.0
July,12,23,444.0
July,13,0,481.0
July,13,1,283.0
July,13,2,64.0
July,13,3,50.0
July,13,4,60.0
July,13,5,95.0
July,13,6,214.0
July,13,7,428.0
July,13,8,958.0
July,13,9,1125.0
July,13,10,1769.0
July,13,11,2559.0
July,13,12,3664.0
July,13,13,3950.0
July,13,14,3860.0
July,13,15,3674.0
July,13,16,3810.0
July,13,17,3949.0
July,13,18,3569.0
July,13,19,2558.0
July,13,20,2137.0
July,13,21,1880.0
July,13,22,1320.0
July,13,23,1060.0
July,14,0,519.0
July,14,1,401.0
July,14,2,238.0
July,14,3,191.0
July,14,4,91.0
July,14,5,67.0
July,14,6,120.0
July,14,7,149.0
July,14,8,353.0
July,14,9,777.0
July,14,10,1435.0
July,14,11,2098.0
July,14,12,3005.0
July,14,13,3701.0
July,14,14,3813.0
July,14,15,3895.0
July,14,16,3398.0
July,14,17,3163.0
July,14,18,2481.0
July,14,19,2014.0
July,14,20,1571.0
July,14,21,1312.0
July,14,22,1293.0
July,14,23,1144.0
July,15,0,855.0
July,15,1,691.0
July,15,2,381.0
July,15,3,398.0
July,15,4,144.0
July,15,5,120.0
July,15,6,149.0
July,15,7,166.0
July,15,8,255.0
July,15,9,560.0
July,15,10,1149.0
July,15,11,1849.0
July,15,12,2257.0
July,15,13,2661.0
July,15,14,2795.0
July,15,15,2761.0
July,15,16,3051.0
July,15,17,2408.0
July,15,18,1766.0
July,15,19,1440.0
July,15,20,1028.0
July,15,21,651.0
July,15,22,412.0
July,15,23,272.0
July,16,0,129.0
July,16,1,53.0
July,16,2,25.0
July,16,3,181.0
July,16,4,180.0
July,16,5,105.0
July,16,6,163.0
July,16,7,455.0
July,16,8,926.0
July,16,9,1105.0
July,16,10,1504.0
July,16,11,2092.0
July,16,12,3150.0
July,16,13,3388.0
July,16,14,2951.0
July,16,15,2929.0
July,16,16,3025.0
July,16,17,3070.0
July,16,18,2221.0
July,16,19,1609.0
July,16,20,1007.0
July,16,21,778.0
July,16,22,410.0
July,16,23,335.0
July,17,0,103.0
July,17,1,27.0
July,17,2,22.0
July,17,3,26.0
July,17,4,33.0
July,17,5,87.0
July,17,6,184.0
July,17,7,476.0
July,17,8,1029.0
July,17,9,1154.0
July,17,10,1574.0
July,17,11,1891.0
July,17,12,3029.0
July,17,13,3282.0
July,17,14,3130.0
July,17,15,2896.0
July,17,16,2733.0
July,17,17,3184.0
July,17,18,2289.0
July,17,19,1506.0
July,17,20,1143.0
July,17,21,837.0
July,17,22,480.0
July,17,23,341.0
July,18,0,129.0
July,18,1,58.0
July,18,2,20.0
July,18,3,19.0
July,18,4,41.0
July,18,5,72.0
July,18,6,183.0
July,18,7,472.0
July,18,8,993.0
July,18,9,1199.0
July,18,10,1616.0
July,18,11,2069.0
July,18,12,3107.0
July,18,13,3563.0
July,18,14,3078.0
July,18,15,3073.0
July,18,16,3113.0
July,18,17,3362.0
July,18,18,2618.0
July,18,19,1699.0
July,18,20,1213.0
July,18,21,1031.0
July,18,22,606.0
July,18,23,343.0
July,19,0,128.0
July,19,1,52.0
July,19,2,25.0
July,19,3,23.0
July,19,4,31.0
July,19,5,75.0
July,19,6,175.0
July,19,7,515.0
July,19,8,1121.0
July,19,9,1134.0
July,19,10,1547.0
July,19,11,1940.0
July,19,12,2828.0
July,19,13,3552.0
July,19,14,3046.0
July,19,15,2919.0
July,19,16,3025.0
July,19,17,3326.0
July,19,18,2278.0
July,19,19,1318.0
July,19,20,1138.0
July,19,21,855.0
July,19,22,603.0
July,19,23,500.0
July,20,0,164.0
July,20,1,110.0
July,20,2,73.0
July,20,3,43.0
July,20,4,58.0
July,20,5,85.0
July,20,6,147.0
July,20,7,479.0
July,20,8,1030.0
July,20,9,1242.0
July,20,10,1778.0
July,20,11,2259.0
July,20,12,3455.0
July,20,13,3307.0
July,20,14,2949.0
July,20,15,3087.0
July,20,16,3338.0
July,20,17,3845.0
July,20,18,3286.0
July,20,19,2299.0
July,20,20,1817.0
July,20,21,1641.0
July,20,22,1106.0
July,20,23,988.0
July,21,0,590.0
July,21,1,415.0
July,21,2,304.0
July,21,3,221.0
July,21,4,110.0
July,21,5,62.0
July,21,6,97.0
July,21,7,172.0
July,21,8,349.0
July,21,9,860.0
July,21,10,1462.0
July,21,11,2260.0
July,21,12,3053.0
July,21,13,3309.0
July,21,14,3507.0
July,21,15,3766.0
July,21,16,3557.0
July,21,17,3203.0
July,21,18,2428.0
July,21,19,2008.0
July,21,20,1644.0
July,21,21,1329.0
July,21,22,1063.0
July,21,23,746.0
July,22,0,576.0
July,22,1,447.0
July,22,2,308.0
July,22,3,238.0
July,22,4,112.0
July,22,5,142.0
July,22,6,149.0
July,22,7,169.0
July,22,8,267.0
July,22,9,601.0
July,22,10,1159.0
July,22,11,1771.0
July,22,12,2318.0
July,22,13,2946.0
July,22,14,3108.0
July,22,15,3033.0
July,22,16,2930.0
July,22,17,2324.0
July,22,18,1766.0
July,22,19,1415.0
July,22,20,991.0
July,22,21,607.0
July,22,22,441.0
July,22,23,390.0
July,23,0,113.0
July,23,1,61.0
July,23,2,26.0
July,23,3,36.0
July,23,4,24.0
July,23,5,73.0
July,23,6,149.0
July,23,7,414.0
July,23,8,1099.0
July,23,9,1130.0
July,23,10,1537.0
July,23,11,1979.0
July,23,12,2937.0
July,23,13,3135.0
July,23,14,2671.0
July,23,15,2741.0
July,23,16,2596.0
July,23,17,2899.0
July,23,18,2129.0
July,23,19,1347.0
July,23,20,800.0
July,23,21,594.0
July,23,22,335.0
July,23,23,252.0
July,24,0,102.0
July,24,1,36.0
July,24,2,16.0
July,24,3,19.0
July,24,4,39.0
July,24,5,75.0
July,24,6,164.0
July,24,7,486.0
July,24,8,1021.0
July,24,9,1168.0
July,24,10,1462.0
July,24,11,1708.0
July,24,12,2905.0
July,24,13,3219.0
July,24,14,2590.0
July,24,15,2522.0
July,24,16,2275.0
July,24,17,2680.0
July,24,18,2375.0
July,24,19,1535.0
July,24,20,1035.0
July,24,21,836.0
July,24,22,470.0
July,24,23,234.0
July,25,0,118.0
July,25,1,55.0
July,25,2,31.0
July,25,3,31.0
July,25,4,35.0
July,25,5,73.0
July,25,6,170.0
July,25,7,543.0
July,25,8,1106.0
July,25,9,1165.0
July,25,10,1596.0
July,25,11,2108.0
July,25,12,3124.0
July,25,13,3411.0
July,25,14,2919.0
July,25,15,3080.0
July,25,16,3111.0
July,25,17,3364.0
July,25,18,2688.0
July,25,19,1777.0
July,25,20,1258.0
July,25,21,921.0
July,25,22,535.0
July,25,23,382.0
July,26,0,139.0
July,26,1,56.0
July,26,2,34.0
July,26,3,32.0
July,26,4,29.0
July,26,5,71.0
July,26,6,170.0
July,26,7,477.0
July,26,8,1160.0
July,26,9,1354.0
July,26,10,1711.0
July,26,11,1999.0
July,26,12,3042.0
July,26,13,3639.0
July,26,14,3026.0
July,26,15,2914.0
July,26,16,2985.0
July,26,17,3247.0
July,26,18,2767.0
July,26,19,1879.0
July,26,20,1466.0
July,26,21,1103.0
July,26,22,726.0
July,26,23,322.0
July,27,0,156.0
July,27,1,96.0
July,27,2,49.0
July,27,3,58.0
July,27,4,52.0
July,27,5,120.0
July,27,6,295.0
July,27,7,492.0
July,27,8,1090.0
July,27,9,1301.0
July,27,10,1707.0
July,27,11,2310.0
July,27,12,3295.0
July,27,13,3568.0
July,27,14,3339.0
July,27,15,3190.0
July,27,16,3484.0
July,27,17,4111.0
July,27,18,3623.0
July,27,19,2636.0
July,27,20,2225.0
July,27,21,1784.0
July,27,22,1400.0
July,27,23,1389.0
July,28,0,733.0
July,28,1,473.0
July,28,2,342.0
July,28,3,236.0
July,28,4,99.0
July,28,5,128.0
July,28,6,117.0
July,28,7,212.0
July,28,8,526.0
July,28,9,1148.0
July,28,10,1912.0
July,28,11,2796.0
July,28,12,3413.0
July,28,13,3615.0
July,28,14,3743.0
July,28,15,3945.0
July,28,16,3907.0
July,28,17,3763.0
July,28,18,3013.0
July,28,19,2203.0
July,28,20,1800.0
July,28,21,1340.0
July,28,22,1457.0
July,28,23,947.0
July,29,0,544.0
July,29,1,457.0
July,29,2,334.0
July,29,3,268.0
July,29,4,157.0
July,29,5,158.0
July,29,6,227.0
July,29,7,262.0
July,29,8,494.0
July,29,9,942.0
July,29,10,1688.0
July,29,11,2290.0
July,29,12,2939.0
July,29,13,3142.0
July,29,14,3005.0
July,29,15,2796.0
July,29,16,2606.0
July,29,17,2303.0
July,29,18,1597.0
July,29,19,1333.0
July,29,20,1110.0
July,29,21,851.0
July,29,22,492.0
July,29,23,221.0
July,30,0,129.0
July,30,1,50.0
July,30,2,35.0
July,30,3,23.0
July,30,4,21.0
July,30,5,79.0
July,30,6,189.0
July,30,7,471.0
July,30,8,1017.0
July,30,9,1223.0
July,30,10,1442.0
July,30,11,1907.0
July,30,12,3000.0
July,30,13,3235.0
July,30,14,2755.0
July,30,15,2662.0
July,30,16,2761.0
July,30,17,3020.0
July,30,18,2130.0
July,30,19,1385.0
July,30,20,1036.0
July,30,21,702.0
July,30,22,348.0
July,30,23,192.0
July,31,0,73.0
July,31,1,36.0
July,31,2,25.0
July,31,3,10.0
July,31,4,25.0
July,31,5,66.0
July,31,6,193.0
July,31,7,512.0
July,31,8,1111.0
July,31,9,1144.0
July,31,10,1556.0
July,31,11,1900.0
July,31,12,3007.0
July,31,13,3199.0
July,31,14,2778.0
July,31,15,2776.0
July,31,16,2783.0
July,31,17,3096.0
July,31,18,2101.0
July,31,19,1342.0
July,31,20,1015.0
July,31,21,786.0
July,31,22,376.0
July,31,23,187.0
